0;0;0;0;land;false;unknown;0
1;208;227;70;land;false;plains;1
2;124;202;194;land;false;plains;1
3;181;115;229;land;false;plains;1
4;175;173;192;land;false;plains;1
5;185;248;253;land;false;plains;1
6;209;158;215;land;false;plains;1
7;246;110;236;land;false;plains;1
8;209;176;201;land;false;plains;1
9;254;253;68;land;false;plains;1
10;233;235;91;land;false;plains;1
11;252;231;186;land;false;plains;1
12;218;185;113;land;false;plains;1
13;219;246;180;land;false;plains;1
14;135;198;200;land;false;plains;1
15;132;244;222;land;false;plains;1
16;218;229;240;land;false;plains;1
17;106;205;240;land;false;plains;1
18;176;243;90;land;false;plains;1
19;254;40;224;land;false;plains;1
20;161;141;241;land;false;plains;1
21;161;196;241;land;false;plains;1
22;86;226;205;land;false;plains;1
23;112;227;206;land;false;plains;1
24;253;189;80;land;false;plains;1
25;160;169;223;land;false;plains;1
26;177;250;79;land;false;plains;1
27;221;188;150;land;false;plains;1
28;238;158;234;land;false;plains;1
29;227;235;137;land;false;plains;1
30;159;184;232;land;false;plains;1
31;225;231;241;land;false;plains;1
32;225;152;231;land;false;plains;1
33;218;161;123;land;false;plains;1
34;225;235;153;land;false;plains;1
35;241;208;174;land;false;plains;1
36;211;247;199;land;false;plains;1
37;242;122;232;land;false;plains;1
38;246;183;129;land;false;plains;1
39;172;193;145;land;false;plains;1
40;229;219;190;land;false;plains;1
41;64;246;206;land;false;plains;1
42;240;180;236;land;false;plains;1
43;133;253;187;land;false;plains;1
44;209;126;209;land;false;plains;1
45;103;253;251;land;false;plains;1
46;247;214;178;land;false;plains;1
47;231;118;232;land;false;plains;1
48;211;233;154;land;false;plains;1
49;232;181;168;land;false;plains;1
50;229;242;208;land;false;plains;1
51;250;141;240;land;false;plains;1
52;121;202;212;land;false;plains;1
53;178;185;209;land;false;plains;1
54;204;216;205;land;false;plains;1
55;208;210;163;land;false;plains;1
56;173;223;140;land;false;plains;1
57;175;197;238;land;false;plains;1
58;126;208;187;land;false;plains;1
59;174;193;191;land;false;plains;1
60;197;212;242;land;false;plains;1
61;245;135;194;land;false;plains;1
62;248;191;170;land;false;plains;1
63;182;128;225;land;false;plains;1
64;175;127;233;land;false;plains;1
65;230;142;139;land;false;plains;1
66;248;85;249;land;false;plains;1
67;251;110;171;land;false;plains;1
68;178;193;208;land;false;plains;1
69;206;229;127;land;false;plains;1
70;242;223;40;land;false;plains;1
71;72;251;213;land;false;plains;1
72;243;58;229;land;false;plains;1
73;240;143;178;land;false;plains;1
74;254;162;229;land;false;plains;1
75;244;130;143;land;false;plains;1
76;237;150;237;land;false;plains;1
77;226;236;68;land;false;plains;1
78;235;133;147;land;false;plains;1
79;149;165;211;land;false;plains;1
80;176;216;145;land;false;plains;1
81;234;139;157;land;false;plains;1
82;226;123;245;land;false;plains;1
83;96;229;189;land;false;plains;1
84;123;196;254;land;false;plains;1
85;92;218;253;land;false;plains;1
86;247;216;153;land;false;plains;1
87;98;245;219;land;false;plains;1
88;177;200;241;land;false;plains;1
89;228;208;65;land;false;plains;1
90;218;254;181;land;false;plains;1
91;127;237;156;land;false;plains;1
92;205;124;220;land;false;plains;1
93;184;154;173;land;false;plains;1
94;191;201;237;land;false;plains;1
95;218;146;192;land;false;plains;1
96;181;74;254;land;false;plains;1
97;176;221;144;land;false;plains;1
98;195;216;118;land;false;plains;1
99;158;246;125;land;false;plains;1
100;194;228;201;land;false;plains;1
101;240;207;132;land;false;plains;1
102;184;193;190;land;false;plains;1
103;211;97;210;land;false;plains;1
104;197;163;230;land;false;plains;1
105;221;117;168;land;false;plains;1
106;199;191;139;land;false;plains;1
107;254;116;156;land;false;plains;1
108;157;94;253;land;false;plains;1
109;241;81;179;land;false;plains;1
110;245;117;161;land;false;plains;1
111;54;239;253;land;false;plains;1
112;134;254;127;land;false;plains;1
113;250;233;196;land;false;plains;1
114;218;148;141;land;false;plains;1
115;175;247;88;land;false;plains;1
116;88;234;224;land;false;plains;1
117;179;249;176;land;false;plains;1
118;245;131;221;land;false;plains;1
119;243;252;185;land;false;plains;1
120;248;213;234;land;false;plains;1
121;79;208;217;land;false;plains;1
122;180;230;127;land;false;plains;1
123;225;195;224;land;false;plains;1
124;187;135;199;land;false;plains;1
125;194;220;104;land;false;plains;1
126;147;205;182;land;false;plains;1
127;199;220;234;land;false;plains;1
128;212;145;207;land;false;plains;1
129;223;186;236;land;false;plains;1
130;241;240;111;land;false;plains;1
131;229;229;47;land;false;plains;1
132;245;145;240;land;false;plains;1
133;195;252;80;land;false;plains;1
134;236;202;93;land;false;plains;1
135;163;238;119;land;false;plains;1
136;245;250;233;land;false;plains;1
137;185;123;244;land;false;plains;1
138;228;253;96;land;false;plains;1
139;241;183;179;land;false;plains;1
140;222;254;226;land;true;plains;1
141;211;111;216;land;false;plains;1
142;238;197;125;land;false;plains;1
143;235;248;90;land;false;plains;1
144;222;123;181;land;false;plains;1
145;246;81;251;land;false;plains;1
146;194;216;149;land;false;plains;1
147;38;235;234;land;false;plains;1
148;222;222;157;land;false;plains;1
149;248;133;154;land;false;plains;1
150;190;109;246;land;false;plains;1
151;229;235;109;land;false;plains;1
152;137;160;213;land;false;plains;1
153;224;151;214;land;false;plains;1
154;137;214;238;land;false;plains;1
155;103;213;224;land;false;plains;1
156;205;119;223;land;false;plains;1
157;211;170;201;land;false;plains;1
158;87;246;201;land;false;plains;1
159;249;215;115;land;false;plains;1
160;212;100;213;land;false;plains;1
161;176;253;123;land;false;plains;1
162;199;248;129;land;false;plains;1
163;208;124;237;land;false;plains;1
164;153;174;214;land;false;plains;1
165;121;178;227;land;false;plains;1
166;187;170;182;land;false;plains;1
167;183;152;171;land;false;plains;1
168;152;226;250;land;false;plains;1
169;197;247;249;land;false;plains;1
170;214;108;235;land;false;plains;1
171;142;191;171;land;false;plains;1
172;136;153;233;land;false;plains;1
173;241;249;142;land;false;plains;1
174;188;92;236;land;false;plains;1
175;201;133;171;land;false;plains;1
176;175;212;196;land;false;plains;1
177;146;114;248;land;false;plains;1
178;122;241;172;land;false;plains;1
179;135;211;232;land;false;plains;1
180;187;197;182;land;false;plains;1
181;184;186;241;land;false;plains;1
182;176;223;237;land;false;plains;1
183;236;215;177;land;false;plains;1
184;167;124;239;land;false;plains;1
185;232;179;195;land;false;plains;1
186;87;195;251;land;false;plains;1
187;33;244;243;land;false;plains;1
188;236;127;179;land;false;plains;1
189;199;109;241;land;false;plains;1
190;205;58;251;land;false;plains;1
191;129;186;218;land;false;plains;1
192;252;54;213;land;false;plains;1
193;225;42;248;land;false;plains;1
194;122;220;232;land;false;plains;1
195;41;249;239;land;false;plains;1
196;203;79;248;land;false;plains;1
197;220;44;248;land;false;plains;1
198;243;153;153;land;false;plains;1
199;226;36;251;land;false;plains;1
200;217;237;161;land;false;plains;1
201;195;236;253;land;false;plains;1
202;244;244;180;land;false;plains;1
