0;0;0;0;land;false;unknown;0
1;206;193;138;land;false;plains;1
2;232;173;161;land;false;hills;1
3;225;96;205;land;false;jungle;1
4;188;170;231;land;false;hills;1
5;84;226;234;land;false;plains;1
6;110;215;238;land;false;forest;1
7;110;196;254;land;false;plains;1
8;104;241;224;land;false;jungle;1
9;206;142;172;land;false;plains;1
10;107;221;239;land;false;plains;1
11;132;232;151;land;false;forest;1
12;198;248;94;land;false;plains;1
13;242;202;230;land;false;plains;1
14;158;212;158;land;false;plains;1
15;99;171;247;land;false;plains;1
16;121;216;253;land;false;forest;1
17;159;225;205;land;false;forest;1
18;229;149;135;land;false;plains;1
19;157;161;193;land;false;hills;1
20;126;169;218;land;false;plains;1
21;185;192;148;land;false;plains;1
22;201;211;210;land;false;forest;1
23;213;114;253;land;false;plains;1
24;190;117;251;land;false;plains;1
25;215;144;171;land;false;plains;1
26;227;108;254;land;false;desert;1
27;203;180;209;land;false;plains;1
28;249;55;197;land;false;plains;1
29;212;194;109;land;false;plains;1
30;129;227;166;land;false;hills;1
31;236;223;186;land;false;hills;1
32;215;196;150;land;false;plains;1
33;189;254;97;land;false;plains;1
34;121;211;230;land;false;plains;1
35;178;201;175;land;false;jungle;1
36;130;195;233;land;false;plains;1
37;236;218;210;land;false;jungle;1
38;230;240;229;land;false;hills;1
39;228;180;240;land;false;plains;1
40;207;224;219;land;false;forest;1
41;159;169;183;land;false;forest;1
42;209;193;186;land;false;hills;1
43;211;201;233;land;false;desert;1
44;232;210;105;land;false;forest;1
45;251;185;241;land;false;plains;1
46;121;244;175;land;false;plains;1
47;99;226;225;land;false;plains;1
48;243;237;31;land;false;plains;1
49;234;206;204;land;false;hills;1
50;223;103;248;land;false;plains;1
51;167;164;195;land;false;hills;1
52;194;182;212;land;false;desert;1
53;248;254;149;land;false;plains;1
54;177;248;88;land;false;hills;1
55;224;173;171;land;false;mountain;1
56;211;121;220;land;false;mountain;1
57;226;193;202;land;false;plains;1
58;246;146;225;land;false;plains;1
59;196;219;98;land;false;forest;1
60;235;215;253;land;false;plains;1
61;229;166;213;land;false;plains;1
62;201;195;245;land;false;plains;1
63;241;191;159;land;false;forest;1
64;167;207;239;land;false;plains;1
65;106;186;214;land;false;hills;1
66;247;117;216;land;false;plains;1
67;246;217;205;land;false;plains;1
68;148;123;252;land;false;plains;1
69;250;197;59;land;false;plains;1
70;250;178;186;land;false;plains;1
71;205;214;249;land;false;plains;1
72;216;155;169;land;false;plains;1
73;243;192;68;land;false;forest;1
74;234;173;157;land;false;desert;1
75;235;123;149;land;false;desert;1
76;162;184;163;land;false;plains;1
77;221;223;245;land;false;plains;1
78;137;203;222;land;true;plains;1
79;169;239;228;land;false;plains;1
80;248;201;202;land;false;plains;1
81;123;243;147;land;false;jungle;1
82;183;113;213;land;false;plains;1
83;242;196;210;land;false;plains;1
84;234;227;53;land;false;plains;1
85;142;218;144;land;false;forest;1
86;170;249;245;land;false;hills;1
87;187;252;180;land;false;hills;1
88;127;227;166;land;false;jungle;1
89;210;236;81;land;false;forest;1
90;190;209;223;land;false;mountain;1
91;220;144;206;land;false;plains;1
92;237;243;64;land;false;forest;1
93;240;209;158;land;false;plains;1
94;252;228;24;land;false;plains;1
95;198;119;230;land;false;plains;1
96;252;232;92;land;false;forest;1
97;249;251;128;land;false;plains;1
98;247;81;188;land;false;mountain;1
99;158;209;194;land;false;desert;1
100;193;142;186;land;false;jungle;1
101;202;205;187;land;false;plains;1
102;186;176;219;land;false;mountain;1
103;127;168;240;land;false;jungle;1
104;135;233;147;land;false;forest;1
105;187;241;196;land;false;plains;1
106;133;201;242;land;false;desert;1
107;242;181;187;land;false;plains;1
108;247;205;115;land;false;plains;1
109;240;228;187;land;false;plains;1
110;212;142;155;land;false;jungle;1
111;251;236;180;land;false;plains;1
112;244;40;250;land;false;plains;1
113;217;165;194;land;false;forest;1
114;152;208;201;land;false;plains;1
115;109;203;246;land;false;plains;1
116;67;247;206;land;false;plains;1
117;254;254;16;land;false;plains;1
118;193;150;223;land;false;plains;1
119;220;238;90;land;false;forest;1
120;246;215;145;land;false;mountain;1
121;210;188;182;land;false;plains;1
122;133;220;187;land;false;forest;1
123;173;231;224;land;false;plains;1
124;245;254;21;land;false;plains;1
125;161;118;243;land;false;forest;1
126;232;200;173;land;false;plains;1
127;102;235;231;land;false;plains;1
128;246;190;167;land;false;plains;1
129;220;227;73;land;false;plains;1
130;225;162;213;land;false;plains;1
131;158;213;181;land;false;mountain;1
132;52;237;230;land;false;desert;1
133;236;250;97;land;false;forest;1
134;228;182;156;land;false;mountain;1
135;210;165;219;land;false;forest;1
136;241;175;138;land;false;jungle;1
137;184;172;207;land;false;plains;1
138;243;202;153;land;false;plains;1
139;243;186;215;land;false;jungle;1
140;123;179;223;land;false;plains;1
141;196;178;211;land;false;hills;1
142;193;130;208;land;false;forest;1
143;251;227;242;land;false;jungle;1
144;67;216;242;land;false;forest;1
145;140;211;247;land;false;plains;1
146;178;160;244;land;false;plains;1
147;197;151;199;land;false;plains;1
148;154;226;121;land;false;plains;1
149;144;125;249;land;false;mountain;1
150;252;210;151;land;false;forest;1
151;223;183;214;land;false;plains;1
152;122;147;249;land;false;plains;1
153;215;96;199;land;false;plains;1
154;226;60;227;land;false;hills;1
155;219;228;183;land;false;plains;1
156;233;244;122;land;true;mountain;1
157;212;127;240;land;false;hills;1
158;225;201;190;land;false;plains;1
159;235;47;242;land;false;plains;1
160;172;251;160;land;false;mountain;1
161;248;221;63;land;false;mountain;1
162;171;248;141;land;false;plains;1
163;215;197;180;land;false;hills;1
164;196;139;193;land;false;plains;1
165;192;214;109;land;false;plains;1
166;185;106;228;land;false;plains;1
167;189;241;147;land;false;forest;1
168;239;145;227;land;false;plains;1
169;104;177;246;land;false;mountain;1
170;217;191;149;land;false;desert;1
171;162;225;150;land;false;forest;1
172;247;112;157;land;true;mountain;1
173;248;253;222;land;false;plains;1
174;183;229;230;land;false;plains;1
175;212;238;52;land;false;plains;1
176;229;253;199;land;false;jungle;1
177;101;222;222;land;false;forest;1
178;157;247;187;land;false;plains;1
179;203;227;164;land;false;plains;1
180;178;252;236;land;false;forest;1
181;143;173;246;land;false;plains;1
182;231;227;88;land;false;forest;1
183;148;227;250;land;false;forest;1
184;77;244;207;land;false;mountain;1
185;241;101;176;land;false;plains;1
186;219;248;152;land;false;mountain;1
187;243;170;159;land;false;plains;1
188;205;200;110;land;false;plains;1
189;60;213;241;land;false;forest;1
190;113;209;252;land;false;jungle;1
191;238;212;73;land;false;hills;1
192;198;84;219;land;false;forest;1
193;177;254;251;land;false;plains;1
194;237;228;55;land;false;forest;1
195;227;210;152;land;false;plains;1
196;125;245;230;land;false;plains;1
197;152;249;100;land;false;desert;1
198;218;190;208;land;false;plains;1
199;53;208;250;land;false;desert;1
200;192;183;235;land;false;plains;1
201;222;118;184;land;false;hills;1
202;166;191;169;land;false;hills;1
203;227;125;239;land;false;forest;1
204;113;250;225;land;false;plains;1
205;113;235;193;land;false;plains;1
206;194;247;198;land;false;plains;1
207;168;183;183;land;false;hills;1
208;227;239;86;land;false;hills;1
209;109;215;201;land;false;plains;1
210;234;150;151;land;false;plains;1
211;186;242;245;land;false;plains;1
212;120;242;245;land;false;hills;1
213;198;170;207;land;false;plains;1
214;178;121;204;land;false;plains;1
215;227;32;244;land;false;plains;1
216;201;224;226;land;false;mountain;1
217;176;176;219;land;false;plains;1
218;203;110;239;land;false;jungle;1
219;208;114;193;land;false;plains;1
220;210;248;169;land;false;plains;1
221;215;167;124;land;false;hills;1
222;243;139;230;land;false;plains;1
223;150;167;210;land;false;plains;1
224;181;240;148;land;false;plains;1
225;235;95;190;land;false;hills;1
226;222;195;243;land;false;plains;1
227;147;146;240;land;false;plains;1
228;122;228;190;land;false;forest;1
229;224;94;239;land;false;plains;1
230;247;232;222;land;false;plains;1
231;224;120;161;land;false;plains;1
232;235;201;162;land;false;plains;1
233;238;183;176;land;false;plains;1
234;229;133;165;land;false;plains;1
235;147;208;173;land;false;plains;1
236;225;79;208;land;false;plains;1
237;219;91;218;land;false;plains;1
238;184;120;249;land;false;plains;1
239;177;160;213;land;false;plains;1
240;194;172;242;land;false;desert;1
241;204;166;191;land;false;plains;1
242;177;222;211;land;false;plains;1
243;174;137;201;land;false;plains;1
244;194;162;151;land;false;plains;1
245;184;226;142;land;false;plains;1
246;167;174;232;land;false;plains;1
247;201;245;141;land;false;plains;1
248;247;224;203;land;false;hills;1
249;205;135;188;land;false;plains;1
250;234;121;250;land;false;hills;1
251;226;121;247;land;false;mountain;1
252;140;159;203;land;false;forest;1
253;232;123;230;land;false;plains;1
254;240;176;144;land;false;hills;1
255;242;236;236;land;false;hills;1
256;200;146;183;land;false;plains;1
257;54;246;244;land;false;plains;1
258;143;195;185;land;false;hills;1
259;173;196;200;land;false;hills;1
260;252;237;153;land;false;forest;1
261;80;205;230;land;false;desert;1
262;131;247;196;land;false;plains;1
263;226;217;222;land;false;plains;1
264;212;195;154;land;false;plains;1
265;111;220;192;land;false;plains;1
266;198;216;111;land;false;plains;1
267;240;43;243;land;false;plains;1
268;174;225;192;land;false;forest;1
269;102;250;161;land;false;plains;1
270;229;76;218;land;false;plains;1
271;117;174;210;land;false;plains;1
272;231;143;227;land;false;plains;1
273;170;222;227;land;false;desert;1
274;209;103;225;land;false;plains;1
275;133;165;210;land;false;plains;1
276;171;229;198;land;false;plains;1
277;249;187;187;land;false;plains;1
278;91;207;242;land;false;plains;1
279;174;191;240;land;false;plains;1
280;246;71;246;land;false;mountain;1
281;173;167;227;land;false;jungle;1
282;191;215;163;land;false;mountain;1
283;247;244;32;land;false;plains;1
284;229;199;245;land;false;plains;1
285;237;126;141;land;false;plains;1
286;221;154;224;land;false;plains;1
287;152;249;126;land;false;mountain;1
288;167;247;250;land;false;plains;1
289;222;171;173;land;false;plains;1
290;115;235;215;land;false;plains;1
291;208;116;209;land;false;jungle;1
292;156;217;155;land;false;mountain;1
293;228;202;84;land;false;plains;1
294;180;213;189;land;false;plains;1
295;243;150;177;land;false;forest;1
296;243;146;174;land;false;plains;1
297;171;232;244;land;false;plains;1
298;242;207;86;land;false;plains;1
299;218;242;244;land;false;forest;1
300;252;75;210;land;false;plains;1
301;216;178;129;land;false;plains;1
302;119;207;208;land;false;mountain;1
303;232;223;244;land;false;plains;1
304;176;186;172;land;false;desert;1
305;186;245;175;land;false;forest;1
306;219;235;108;land;false;forest;1
307;248;200;234;land;false;plains;1
308;202;203;168;land;false;plains;1
309;139;233;189;land;false;plains;1
310;141;196;248;land;false;plains;1
311;234;220;252;land;false;forest;1
312;222;221;102;land;false;plains;1
313;96;253;253;land;false;forest;1
314;182;246;172;land;false;forest;1
315;168;243;129;land;false;plains;1
316;217;139;197;land;false;jungle;1
317;230;106;251;land;false;plains;1
318;181;238;187;land;false;plains;1
319;226;153;196;land;false;plains;1
320;117;172;232;land;false;plains;1
321;246;222;229;land;false;jungle;1
322;134;171;251;land;false;plains;1
323;219;114;202;land;false;forest;1
324;231;63;227;land;false;plains;1
325;252;158;91;land;false;plains;1
326;234;210;78;land;false;plains;1
327;142;210;173;land;false;forest;1
328;92;184;247;land;false;plains;1
329;138;237;247;land;false;plains;1
330;220;252;242;land;false;plains;1
331;153;212;237;land;false;plains;1
332;248;251;31;land;false;plains;1
333;200;123;181;land;false;plains;1
334;137;146;245;land;false;plains;1
335;242;253;59;land;false;forest;1
336;204;142;177;land;false;plains;1
337;230;246;71;land;false;mountain;1
338;140;250;116;land;false;plains;1
339;39;245;235;land;false;plains;1
340;127;238;145;land;false;plains;1
341;222;100;249;land;false;plains;1
342;204;151;162;land;false;mountain;1
343;215;246;210;land;false;jungle;1
344;173;136;249;land;false;plains;1
345;168;205;150;land;false;plains;1
346;168;158;254;land;false;plains;1
347;238;107;198;land;false;plains;1
348;228;135;250;land;false;hills;1
349;234;188;248;land;false;plains;1
350;204;95;220;land;false;jungle;1
